complex                                                                              cdim    f-vector              faces    facets    pure    matroid    graph    pdim    codim    degree    m-vector         aED    pED    ML
[1234,1235,145,245,256,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       268       (314)            N/A    N/A    N/A
[1234,1235,245,246,345,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       258       (290)            N/A    N/A    N/A
[1234,1235,145,245,246,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       269       (313)            N/A    N/A    N/A
[1234,1235,245,246,256,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       266       (315)            N/A    N/A    N/A
[1234,1235,145,245,246,256,345,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       277       (339)            N/A    N/A    N/A
[1234,1235,236,256,356,456]                                                          3       (1,6,14,11,2)         34       6         N       N          N        36      27       241       (268,2)          N/A    N/A    N/A
[1234,1235,236,246,356,456]                                                          3       (1,6,14,11,2)         34       6         N       N          N        36      27       240       (269)            N/A    N/A    N/A
[1234,1235,236,246,256,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       247       (293)            N/A    N/A    N/A
[1234,1235,236,245,246,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       252       (292)            N/A    N/A    N/A
[1234,1235,236,245,256,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       253       (291,1)          N/A    N/A    N/A
[1234,1235,236,245,246,256,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       261       (316)            N/A    N/A    N/A
[1234,1235,236,245,256,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       267       (314,1)          N/A    N/A    N/A
[1234,1235,236,245,246,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       266       (315)            N/A    N/A    N/A
[1234,1235,236,246,256,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       259       (317)            N/A    N/A    N/A
[1234,1235,236,245,246,256,345,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       275       (340)            N/A    N/A    N/A
[1234,1235,145,236,256,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       247       (292,2)          N/A    N/A    N/A
[1234,1235,145,236,246,356,456]                                                      3       (1,6,14,12,2)         35       7         N       N          N        35      28       246       (293)            N/A    N/A    N/A
[1234,1235,145,236,246,256,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       253       (318)            N/A    N/A    N/A
[1234,1235,145,236,246,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       260       (316)            N/A    N/A    N/A
[1234,1235,145,236,256,345,356,456]                                                  3       (1,6,14,13,2)         36       8         N       N          N        34      29       261       (315,1)          N/A    N/A    N/A
[1234,1235,145,236,246,256,345,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       267       (342)            N/A    N/A    N/A
[1234,1235,145,236,245,256,345,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       278       (338,1)          N/A    N/A    N/A
[1234,1235,145,236,245,246,345,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       277       (339)            N/A    N/A    N/A
[1234,1235,145,236,245,246,256,356,456]                                              3       (1,6,14,14,2)         37       9         N       N          N        33      30       269       (341)            N/A    N/A    N/A
[1234,1235,145,236,245,246,256,345,356,456]                                          3       (1,6,14,15,2)         38       10        N       N          N        32      31       286       (365)            N/A    N/A    N/A
[1234,1235,16,26,36,456]                                                             3       (1,6,15,8,2)          32       6         N       N          N        38      25       260       (221)            N/A    N/A    N/A
[1234,1235,16,245,26,36,456]                                                         3       (1,6,15,9,2)          33       7         N       N          N        37      26       272       (242)            N/A    N/A    N/A
[1234,1235,16,246,36,456]                                                            3       (1,6,15,9,2)          33       6         N       N          N        37      26       276       (240)            N/A    N/A    N/A
[1234,1235,16,245,246,36,456]                                                        3       (1,6,15,10,2)         34       7         N       N          N        36      27       288       (262)            N/A    N/A    N/A
[1234,1235,145,16,246,36,456]                                                        3       (1,6,15,10,2)         34       7         N       N          N        36      27       288       (262)            N/A    N/A    N/A
[1234,1235,145,16,245,26,36,456]                                                     3       (1,6,15,10,2)         34       8         N       N          N        36      27       286       (263)            N/A    N/A    N/A
[1234,1235,145,16,245,246,36,456]                                                    3       (1,6,15,11,2)         35       8         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,16,236,456]                                                               3       (1,6,15,9,2)          33       5         N       N          N        37      26       274       (241)            N/A    N/A    N/A
[1234,1235,16,236,245,456]                                                           3       (1,6,15,10,2)         34       6         N       N          N        36      27       288       (262)            N/A    N/A    N/A
[1234,1235,145,16,236,456]                                                           3       (1,6,15,10,2)         34       6         N       N          N        36      27       286       (263)            N/A    N/A    N/A
[1234,1235,145,16,236,245,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,16,236,246,456]                                                           3       (1,6,15,10,2)         34       6         N       N          N        36      27       290       (261)            N/A    N/A    N/A
[1234,1235,145,16,236,246,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,16,236,245,246,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,145,16,236,245,246,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       316       (307)            N/A    N/A    N/A
[1234,1235,16,246,256,36,456]                                                        3       (1,6,15,10,2)         34       7         N       N          N        36      27       286       (263)            N/A    N/A    N/A
[1234,1235,16,245,246,256,36,456]                                                    3       (1,6,15,11,2)         35       8         N       N          N        35      28       300       (285)            N/A    N/A    N/A
[1234,1235,16,236,246,256,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       300       (285)            N/A    N/A    N/A
[1234,1235,16,236,245,246,256,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       314       (308)            N/A    N/A    N/A
[1234,1235,145,16,246,256,36,456]                                                    3       (1,6,15,11,2)         35       8         N       N          N        35      28       298       (286)            N/A    N/A    N/A
[1234,1235,145,16,236,246,256,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       312       (309)            N/A    N/A    N/A
[1234,1235,145,16,245,246,256,36,456]                                                3       (1,6,15,12,2)         36       9         N       N          N        34      29       314       (308)            N/A    N/A    N/A
[1234,1235,145,16,236,245,246,256,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       328       (332)            N/A    N/A    N/A
[1234,1235,16,246,356,456]                                                           3       (1,6,15,10,2)         34       6         N       N          N        36      27       294       (259)            N/A    N/A    N/A
[1234,1235,145,16,246,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       306       (282)            N/A    N/A    N/A
[1234,1235,16,245,246,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       306       (282)            N/A    N/A    N/A
[1234,1235,145,16,245,26,356,456]                                                    3       (1,6,15,11,2)         35       8         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,145,16,245,246,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,16,256,356,456]                                                           3       (1,6,15,10,2)         34       6         N       N          N        36      27       292       (260)            N/A    N/A    N/A
[1234,1235,145,16,256,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,16,245,256,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,145,16,245,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,16,246,256,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,16,245,246,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,145,16,246,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       316       (307)            N/A    N/A    N/A
[1234,1235,145,16,245,246,256,356,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,16,236,246,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       306       (282)            N/A    N/A    N/A
[1234,1235,145,16,236,246,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,16,236,256,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       308       (281,2)          N/A    N/A    N/A
[1234,1235,16,236,246,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,145,16,236,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       320       (305,2)          N/A    N/A    N/A
[1234,1235,145,16,236,246,256,356,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       330       (331)            N/A    N/A    N/A
[1234,1235,16,236,245,356,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,145,16,236,245,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,16,236,245,256,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       320       (305,1)          N/A    N/A    N/A
[1234,1235,145,16,236,245,256,356,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       334       (329,1)          N/A    N/A    N/A
[1234,1235,16,236,245,246,356,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,16,236,245,246,256,356,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,145,16,236,245,246,356,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,145,16,236,245,246,256,356,456]                                           3       (1,6,15,14,2)         38       10        N       N          N        32      31       346       (355)            N/A    N/A    N/A
[1234,1235,126,145,245,36,456]                                                       3       (1,6,15,11,2)         35       7         N       N          N        35      28       304       (283,1)          N/A    N/A    N/A
[1234,1235,126,236,456]                                                              3       (1,6,15,10,2)         34       5         N       N          N        36      27       288       (262)            N/A    N/A    N/A
[1234,1235,126,236,245,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       305       (283)            N/A    N/A    N/A
[1234,1235,126,145,236,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       302       (284)            N/A    N/A    N/A
[1234,1235,126,145,236,245,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       321       (305,1)          N/A    N/A    N/A
[1234,1235,126,236,246,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,126,145,236,246,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,126,236,245,246,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       316       (307)            N/A    N/A    N/A
[1234,1235,126,145,245,246,36,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,126,145,236,245,246,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,126,356,456]                                                              3       (1,6,15,10,2)         34       5         N       N          N        36      27       292       (260)            N/A    N/A    N/A
[1234,1235,126,145,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       306       (282)            N/A    N/A    N/A
[1234,1235,126,145,245,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304,1)          N/A    N/A    N/A
[1234,1235,126,246,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       310       (280)            N/A    N/A    N/A
[1234,1235,126,245,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,126,145,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       324       (303)            N/A    N/A    N/A
[1234,1235,126,145,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327)            N/A    N/A    N/A
[1234,1235,126,236,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       306       (282)            N/A    N/A    N/A
[1234,1235,126,145,236,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,126,236,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,126,145,236,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,126,236,245,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       323       (304)            N/A    N/A    N/A
[1234,1235,126,236,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,126,145,236,245,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       339       (327,1)          N/A    N/A    N/A
[1234,1235,126,145,236,245,246,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,256,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       308       (281)            N/A    N/A    N/A
[1234,1235,126,245,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,126,145,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,126,145,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,126,236,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       324       (303,2)          N/A    N/A    N/A
[1234,1235,126,145,236,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327,2)          N/A    N/A    N/A
[1234,1235,126,236,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328,1)          N/A    N/A    N/A
[1234,1235,126,145,236,245,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       352       (352,1)          N/A    N/A    N/A
[1234,1235,126,236,246,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       314       (308)            N/A    N/A    N/A
[1234,1235,126,236,245,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       328       (332)            N/A    N/A    N/A
[1234,1235,126,246,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,126,245,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,126,236,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,126,236,245,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       348       (354)            N/A    N/A    N/A
[1234,1235,126,145,246,256,36,456]                                                   3       (1,6,15,12,2)         36       8         N       N          N        34      29       314       (308)            N/A    N/A    N/A
[1234,1235,126,145,236,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       328       (332)            N/A    N/A    N/A
[1234,1235,126,145,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,126,145,236,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       348       (354)            N/A    N/A    N/A
[1234,1235,126,145,245,246,256,36,456]                                               3       (1,6,15,13,2)         37       9         N       N          N        33      30       330       (331)            N/A    N/A    N/A
[1234,1235,126,145,245,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,145,236,245,246,256,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       344       (356)            N/A    N/A    N/A
[1234,1235,126,145,236,245,246,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       364       (379)            N/A    N/A    N/A
[1234,1235,136,246,256,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,136,145,246,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,136,236,246,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,136,145,236,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,136,145,236,245,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,136,245,256,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       304       (283)            N/A    N/A    N/A
[1234,1235,136,236,245,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,136,145,245,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,136,145,236,245,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,136,245,246,256,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       318       (306)            N/A    N/A    N/A
[1234,1235,136,145,245,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,136,236,245,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       332       (330)            N/A    N/A    N/A
[1234,1235,136,145,236,245,246,256,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       348       (354)            N/A    N/A    N/A
[1234,1235,126,136,236,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       307       (283)            N/A    N/A    N/A
[1234,1235,126,136,145,236,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       324       (305)            N/A    N/A    N/A
[1234,1235,126,136,236,246,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       324       (304,0,1)        N/A    N/A    N/A
[1234,1235,126,136,145,236,246,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       341       (327,0,1)        N/A    N/A    N/A
[1234,1235,126,136,145,245,246,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       337       (328)            N/A    N/A    N/A
[1234,1235,126,136,236,245,246,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (329,0,1)        N/A    N/A    N/A
[1234,1235,126,136,145,236,245,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       343       (327,1)          N/A    N/A    N/A
[1234,1235,126,136,145,236,245,246,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       355       (352,0,1)        N/A    N/A    N/A
[1234,1235,126,136,145,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       335       (329)            N/A    N/A    N/A
[1234,1235,126,136,145,245,246,256,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       351       (353)            N/A    N/A    N/A
[1234,1235,126,136,236,246,256,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       335       (329,1)          N/A    N/A    N/A
[1234,1235,126,136,236,245,246,256,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       349       (354,1)          N/A    N/A    N/A
[1234,1235,126,136,145,236,246,256,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       352       (353,1)          N/A    N/A    N/A
[1234,1235,126,136,145,236,245,246,256,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       368       (378,1)          N/A    N/A    N/A
[1234,1235,136,246,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,136,236,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,136,145,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,136,145,236,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,136,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       326       (302,1)          N/A    N/A    N/A
[1234,1235,126,136,236,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       341       (326,1)          N/A    N/A    N/A
[1234,1235,126,136,145,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       343       (325,1)          N/A    N/A    N/A
[1234,1235,126,136,145,236,246,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       358       (350,1)          N/A    N/A    N/A
[1234,1235,126,136,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,126,136,236,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       342       (326,2)          N/A    N/A    N/A
[1234,1235,126,136,145,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       339       (327)            N/A    N/A    N/A
[1234,1235,126,136,145,236,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       359       (350,2)          N/A    N/A    N/A
[1234,1235,126,136,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,126,136,145,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       353       (352)            N/A    N/A    N/A
[1234,1235,126,136,236,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       353       (352)            N/A    N/A    N/A
[1234,1235,126,136,145,236,246,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       370       (377)            N/A    N/A    N/A
[1234,1235,136,245,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,136,245,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,136,245,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,136,236,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328,1)          N/A    N/A    N/A
[1234,1235,136,236,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,136,236,245,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,136,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327,1)          N/A    N/A    N/A
[1234,1235,126,136,236,245,246,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       353       (352,1)          N/A    N/A    N/A
[1234,1235,126,136,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,126,136,236,245,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       354       (352,1)          N/A    N/A    N/A
[1234,1235,126,136,245,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,136,236,245,246,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       367       (378)            N/A    N/A    N/A
[1234,1235,136,145,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       336       (328)            N/A    N/A    N/A
[1234,1235,136,145,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327)            N/A    N/A    N/A
[1234,1235,136,145,245,246,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       352       (352)            N/A    N/A    N/A
[1234,1235,126,136,145,245,246,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       357       (350,1)          N/A    N/A    N/A
[1234,1235,126,136,145,245,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       353       (352)            N/A    N/A    N/A
[1234,1235,126,136,145,245,246,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       369       (377)            N/A    N/A    N/A
[1234,1235,136,145,236,245,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       334       (329)            N/A    N/A    N/A
[1234,1235,136,145,236,245,256,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       352       (352,1)          N/A    N/A    N/A
[1234,1235,126,136,145,236,245,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       360       (350,1,1)        N/A    N/A    N/A
[1234,1235,126,136,145,236,245,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       373       (376,1)          N/A    N/A    N/A
[1234,1235,136,145,236,245,246,356,456]                                              3       (1,6,15,14,2)         38       9         N       N          N        32      31       350       (353)            N/A    N/A    N/A
[1234,1235,126,136,145,236,245,246,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       372       (376,1)          N/A    N/A    N/A
[1234,1235,136,145,236,245,246,256,356,456]                                          3       (1,6,15,15,2)         39       10        N       N          N        31      32       366       (378)            N/A    N/A    N/A
[1234,1235,126,136,145,236,245,246,256,356,456]                                      3       (1,6,15,16,2)         40       11        N       N          N        30      33       386       (403)            N/A    N/A    N/A
[1234,1235,156,256,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       308       (281)            N/A    N/A    N/A
[1234,1235,156,246,356,456]                                                          3       (1,6,15,11,2)         35       6         N       N          N        35      28       312       (279)            N/A    N/A    N/A
[1234,1235,156,246,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       322       (304)            N/A    N/A    N/A
[1234,1235,156,236,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       326       (302)            N/A    N/A    N/A
[1234,1235,156,236,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       326       (302,2)          N/A    N/A    N/A
[1234,1235,156,236,246,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327)            N/A    N/A    N/A
[1234,1235,156,245,256,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       320       (305)            N/A    N/A    N/A
[1234,1235,156,236,245,256,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327,1)          N/A    N/A    N/A
[1234,1235,156,245,246,356,456]                                                      3       (1,6,15,12,2)         36       7         N       N          N        34      29       324       (303)            N/A    N/A    N/A
[1234,1235,156,236,245,246,356,456]                                                  3       (1,6,15,13,2)         37       8         N       N          N        33      30       338       (327)            N/A    N/A    N/A
